"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"281211576458043392","","","","","2012-12-19 01:37:19 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","OH: ?Well, that Unicode character is pretty high up on the Tibetan byte plane.?

My co-workers are brilliant."
"281188634047156226","281182163662147584","21425450","","","2012-12-19 00:06:09 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@gabrieldance This is amazing."
"281181427847028737","281180815298269185","17736965","","","2012-12-18 23:37:31 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@skilldrick wish it read ?expected nil to kind of be a Time?"
"281181211756482562","281180920084586498","528","","","2012-12-18 23:36:39 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@buzz It?s challenging when a huge batch goes up, but limiting those in the feed to 5, with a way to view more seems like a good compromise."
"281180037699489792","281179507644321792","528","","","2012-12-18 23:31:59 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@buzz It?s so true, but much of the complexity is optional, so in a way, it can function as the kitchen sink."
"281151140228390914","","","","","2012-12-18 21:37:10 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Resurfacing some forgotten gems, a lovely aural trip back through 2012 for me: http://t.co/QYZcJ3mC","http://2012.jamodyssey.com/couch"
"281124297341296641","","","","","2012-12-18 19:50:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter for  iPhone</a>","Petition to rename 11th St. to San Francisco's Natural Wind Tunnel."
"281117096379834368","","","281108214513295360","17400516","2012-12-18 19:21:53 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @dannyhertz: And my new project is now live! Enjoy! - Automatically sync your favorite @Rdio music to your mobile devices http://t.co ..."
"281102405192531968","281101871853232128","18644328","","","2012-12-18 18:23:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@philcoffman @motherfuton @weightshift Same."
"281102043458981888","281098054281609217","36468395","","","2012-12-18 18:22:04 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@kimathomas Nope. Only jf the photo ends up on their servers."
"281101691930177537","281098713139642368","651503","","","2012-12-18 18:20:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jimwhimpey @dokas Yeah, I?m jealous."
"280946086603001856","280908366669295617","15335058","","","2012-12-18 08:02:21 +0000","web","@todd I have a great view of Sutro from my roof, http://t.co/1I8tezK9, but I couldn't see the moon by it tonight. :/","http://flic.kr/p/a81uKn"
"280904011857682432","280901596810993665","13919072","","","2012-12-18 05:15:10 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@robinsloan If that cat had nine lives, it sure used ?em all."
"280862240717025281","280860778666549248","15335058","","","2012-12-18 02:29:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter for  iPhone</a>","@todd You drink single-origin, third wave coffee, work at a tech company, and order photo books from your iPhone, I think you're okay."
"280827746379239425","280809597932023809","20571802","","","2012-12-18 00:12:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@m7z ?(?????)?"
"280825726750568449","280796604594802688","657073","","","2012-12-18 00:04:05 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@standardpixel @ysaw Which video was that?"
"280735254594068482","280734634122289152","651503","","","2012-12-17 18:04:35 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@jimwhimpey The scenes in Scotland are bloody magnificent though."
"280735101615218689","280710443977306112","1523501","","","2012-12-17 18:03:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@connors Congrats, dude! Pinterest is hiring all of the Connors."
"280734890759188480","280732334020505600","12249","","","2012-12-17 18:03:08 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@BenWard I am already jealous of your travels."
