"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"219197078331604992","","","","","2012-06-30 22:33:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Where can you spot a stroller faster, Noe Valley or Park Slope?"
"219110435532718081","","17736965","","","2012-06-30 16:49:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@skilldrick ?I?m going to get there early so I can leave early.? Timestamp: https://t.co/dNjTmtQz","https://twitter.com/skilldrick/status/218965823497306112"
"218927795936567296","218917344012021760","668863","","","2012-06-30 04:43:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@tomdale I thought it was due to his new haircut, he lost all his superpowers."
"218903775014957056","218887683316002816","19436476","","","2012-06-30 03:08:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@timothydwagner Hey that?s our office in the background!"
"218882795492225024","","","","","2012-06-30 01:45:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Sending @danwrong off to The Queen in style. http://t.co/XX3r2N42","http://twitter.com/couch/status/218882795492225024/photo/1"
"218881547154104320","218881059981504512","17736965","","","2012-06-30 01:40:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@skilldrick We were running Selenium!"
"218810613919531008","218796356301623298","13643152","","","2012-06-29 20:58:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ldubs Do not pass go, do not collect $200 until you go to @trvebrewing and high five @nicknunns for me."
"218785994508472320","","","","","2012-06-29 19:20:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Profiles (https://t.co/VHG7BhR3) are now hashbang-free, thanks to @hoverbird, @skilldrick, and some dude whose last name involves furniture.","https://twitter.com/couch/"
"218737879269117953","218732124293963776","586","","","2012-06-29 16:09:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@sacca @rsarver What about the happiest?"
"218723738168987648","218717003500888065","6298462","","","2012-06-29 15:12:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jasonhawkins Yep, you can add as many as you want. Try it!"
"218564428671619072","218368615697760256","6298462","","","2012-06-29 04:39:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jasonhawkins Metric's Synthetica, The Notwist's Neon Golden, Summer Heart's About A Feeling, Now Now's Threads, Ramona Falls' Prophet"
"218540191554600960","218525903498657792","5413","","","2012-06-29 03:03:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dustin That's a sad evening."
"218539738750132224","218524913856819200","14132543","","","2012-06-29 03:01:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jaredcunha YES! My friend advised me to buy it when I was in Denver a while back and I've never been able to find it since. Saddest face."
"218536343763025921","","","","","2012-06-29 02:48:19 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","?I?m tired. I need a stiff drink.?
?I thought you?d say sleep.?
?No, I?m just tired of being sober.?"
"218503571329654786","218494069737914370","12615","","","2012-06-29 00:38:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@timoni @rdio I would much prefer the latter as well."
"218473477190057984","","","","","2012-06-28 22:38:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","This morning?s bike commute included a detour to Hawk Hill in the Marin Headlands with @ahemphill. http://t.co/oUUteMUb","http://twitter.com/couch/status/218473477190057984/photo/1"
"218465109247393795","218464104527036416","26233","","","2012-06-28 22:05:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@xc get off of twitter, go eat some ramen while walking the high line"
"218214510467629056","218208515225960450","18522882","","","2012-06-28 05:29:28 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@eunilee fuuuhh"
"218214173396566017","218203673451429888","69678004","","","2012-06-28 05:28:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mikeligon :)"
"218169107764359169","218164736540418048","14132543","","","2012-06-28 02:29:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jaredcunha Definitely let me know when you're in town. I'm going to be at @timfsf the 13th and 14th, but otherwise free."
"218164381605838848","218160984211197952","14132543","","","2012-06-28 02:10:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@jaredcunha Do it. Do it for @Missionstfood. And all the tacos. And burritos. And bike riding."
